miRNAs	10_S10	11_S11	12_S12	13_S13	14_S14	15_S15	16_S16	17_S17	18_S18	19_S19	1_S1	20_S20	21_S21	22_S22	23_S23	24_S24	25_S25	26_S26	27_S27	28_S28	29_S29	2_S2	30_S30	31_S31	32_S32	33_S33	34_S34	35_S35	36_S36	37_S37	38_S38	39_S39	3_S3	40_S40	41_S41	42_S42	43_S43	44_S44	45_S45	46_S46	47_S47	48_S48	49_S49	4_S4	50_S50	51_S51	52_S52	53_S53	54_S54	5_S5	6_S6	7_S7	8_S8	9_S9
hsa-miR-4676-3p	1	5	1	1	4	3	2	1	0	1	3	1	0	0	0	0	0	0	0	2	1	5	1	0	0	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	5	4
hsa-miR-138-1-5p	33	33	23	36	83	51	10	13	14	15	77	6	6	5	3	0	1	0	0	3	0	19	6	1	1	0	1	0	0	1	1	0	65	0	0	0	1	0	3	0	0	0	0	29	0	1	0	0	0	0	0	39	30	32
hsa-miR-7108-5p	0	1	1	1	0	0	0	2	2	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0
hsa-miR-3913-1-5p	19	7	4	12	10	10	2	2	0	2	15	4	2	0	2	0	1	0	0	3	0	14	2	3	6	3	7	4	0	3	1	11	24	6	2	2	4	0	0	1	2	1	2	15	4	1	0	2	0	0	0	14	10	18
hsa-miR-3121-3p	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
hsa-miR-6814-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	2	0	0	1	0	0	0	0	0	0
hsa-miR-6880-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1261-5p	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0
hsa-miR-4522-3p	3	2	4	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	2	2
hsa-miR-6862-2-3p	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6511a-3-3p	5	8	5	9	8	5	2	4	0	1	10	1	0	0	0	0	0	0	0	1	0	6	3	2	5	0	1	1	0	1	1	4	13	0	0	1	1	0	2	0	0	1	0	5	1	0	0	1	0	0	0	8	4	10
hsa-miR-5588-5p	1	2	0	0	2	0	0	1	0	4	2	4	3	2	0	1	0	0	2	4	2	0	1	1	2	0	1	0	1	3	1	0	4	0	0	1	0	0	0	0	0	1	0	1	1	0	0	3	0	0	1	0	1	3
hsa-miR-3912-3p	50	5	16	23	54	30	4	4	0	1	73	4	0	1	1	5	4	1	0	1	4	55	6	6	12	3	6	8	13	8	20	27	28	20	24	32	32	11	6	10	7	13	6	38	7	3	0	16	9	0	0	18	35	30
hsa-miR-128-1-5p	11	32	5	17	7	11	3	2	0	6	4	0	0	2	1	2	1	0	0	5	0	5	7	0	4	2	1	3	0	3	2	0	45	0	2	1	0	2	2	0	0	1	0	23	0	0	0	1	0	0	0	26	11	22
hsa-miR-548bb-5p	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-2-5p	0	2	0	1	2	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1
hsa-miR-4683-3p	3	3	0	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	3	14	2	9	7	11	8	22	9	1	6	10	12	8	4	17	10	3	6	8	4	17	2	0	22	0	0	0	5	1	2
hsa-miR-629-3p	9	23	4	22	13	6	1	1	2	1	13	0	2	1	0	1	1	0	0	7	0	6	1	0	1	0	1	0	1	1	0	1	24	0	0	0	2	0	0	1	1	0	0	26	0	0	0	0	0	0	0	13	4	12
hsa-miR-548a-2-5p	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-8085-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-483-5p	1	1	0	1	1	1	1	2	3	1	1	8	1	0	0	1	0	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	3	3	2
hsa-miR-195-3p	59	81	25	104	41	40	3	2	11	6	32	11	6	2	0	1	2	0	0	10	5	93	18	8	9	0	9	6	5	3	5	10	78	6	7	3	5	1	3	3	8	4	7	62	7	0	0	1	3	1	0	102	46	81
hsa-miR-4487-5p	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	25	34	9	26	39	25	32	30	32	1	19	33	20	56	26	41	36	64	38	51	0	59	0	0	28	16	1	0	1	0	0
hsa-miR-1255a-3p	5	5	0	9	6	2	3	1	0	1	7	1	0	2	0	0	1	0	0	1	0	3	2	1	0	0	2	0	2	0	0	3	10	0	1	0	0	0	0	0	0	1	0	8	0	0	0	0	0	1	0	6	4	3
hsa-miR-609-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6869-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3180-3-3p	3	2	0	2	3	4	23	7	4	6	1	6	3	0	2	0	4	0	0	2	0	2	2	1	0	1	0	1	0	0	0	1	5	0	0	0	2	0	2	0	1	0	0	1	1	0	0	3	0	0	0	5	1	2
hsa-miR-585-3p	2	2	0	5	3	1	1	0	0	1	2	0	0	0	0	0	2	0	0	0	0	2	0	9	21	6	7	18	6	4	12	6	4	8	7	6	7	11	10	7	11	4	5	3	9	2	0	9	3	0	0	4	2	0
hsa-let-7c-3p	11	11	1	18	7	5	0	1	1	1	5	2	0	0	0	0	0	0	0	2	0	8	1	1	0	0	0	1	0	0	0	1	22	0	1	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	1	23	12	8
hsa-miR-518a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4501-5p	8	2	1	5	3	3	4	2	0	2	4	0	0	0	0	0	0	0	0	1	0	9	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	8	5
hsa-miR-3919-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	8	1	4	9	2	13	4	3	1	4	12	3	4	1	9	6	4	6	6	1	7	0	1	9	1	0	0	0	0	0
hsa-miR-6838-5p	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-1263-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548v-3p	1	1	0	3	2	3	1	0	1	1	2	0	0	1	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3
hsa-miR-1202-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-671-5p	54	187	55	196	110	94	21	18	16	27	98	22	11	4	1	5	9	1	1	16	3	38	10	25	51	35	59	49	57	116	18	24	178	23	21	22	6	4	14	6	13	7	5	98	9	0	0	31	5	0	2	79	64	112
hsa-miR-6730-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5591-3p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-1-3p	15	33	32	19	20	49	21	23	2	12	39	6	2	6	0	1	3	1	0	6	1	25	9	0	0	2	1	1	0	1	1	0	55	2	2	2	0	0	0	0	6	0	2	36	1	0	1	1	0	0	0	22	20	12
hsa-miR-5100-3p	258	389	125	284	126	85	5	7	5	8	101	3	0	3	0	4	4	2	0	18	3	167	18	11	32	4	12	4	23	5	12	13	152	2	7	4	1	1	6	2	5	3	5	342	3	0	4	4	0	3	0	552	174	359
hsa-miR-486-1-3p	1	0	0	0	0	0	2	2	0	1	0	0	1	0	1	1	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	1	0
hsa-miR-1302-11-3p	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3910-1-3p	3	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1283-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	5	4	0	0	2	3	0	2	0	4	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-4671-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	2	0	0	0	0	1	1	0	2	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-125a-3p	23	28	17	28	19	14	53	30	12	16	12	18	5	6	0	6	9	1	0	15	2	10	15	7	29	8	16	33	11	17	7	17	69	14	10	9	49	30	43	82	30	38	24	35	32	11	0	146	4	0	0	60	15	18
hsa-miR-3674-5p	0	0	0	1	0	0	7	8	3	5	0	7	1	3	0	0	2	5	0	6	2	0	192	0	2	0	1	0	1	0	1	3	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1
hsa-miR-3670-1-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4755-5p	0	1	1	1	1	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	2
hsa-miR-676-3p	31	32	19	28	39	22	84	37	21	38	15	48	3	15	7	5	9	1	0	38	4	33	26	2	1	0	0	2	1	1	0	1	81	0	0	0	4	1	0	0	3	1	0	41	1	0	1	1	2	0	0	75	46	34
hsa-miR-4297-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-1-3p	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4677-5p	3	2	4	3	6	2	1	3	0	2	5	1	0	1	1	0	0	0	0	0	2	7	1	0	2	0	0	2	0	1	1	4	5	1	2	1	1	4	0	6	5	2	4	3	1	0	0	1	0	0	0	6	2	2
hsa-miR-1255b-1-5p	0	1	2	1	3	0	1	0	0	0	1	0	0	1	0	0	2	0	0	1	1	3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2	1	0	4	0	0	0	1	0	0	0	1	0	0
hsa-miR-1244-1-5p	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
hsa-miR-6813-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4435-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-3p	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
hsa-miR-181b-2-3p	4	1	3	2	3	3	1	1	1	0	3	2	0	0	0	0	0	0	0	2	0	4	3	0	0	0	0	1	0	1	1	3	11	2	3	1	2	0	1	0	2	1	1	4	0	0	0	1	0	0	0	3	4	4
hsa-miR-4796-5p	1	0	0	0	1	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	1
hsa-miR-887-3p	22	12	27	25	44	48	1	2	3	3	20	4	1	1	0	1	1	0	0	0	0	16	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	12	7	16
hsa-miR-6873-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-663b-3p	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	4	2	2	5	1	0	0	3	2	1	3	0	4	0	1	0	1	0	0	0	3	1	1	0	6	0	0	1	1	1	0	0	2	0	1
hsa-miR-6505-5p	1	2	0	8	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	1	0	1	0	0	11	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	4	4	2
hsa-miR-484-5p	1698	1198	646	1853	1668	991	1789	1139	167	887	1122	132	74	161	24	87	230	2	3	895	31	359	549	119	307	81	147	547	162	538	74	122	4857	106	189	308	83	59	86	64	67	94	83	3684	100	14	13	825	42	2	6	1937	1009	1557
hsa-miR-3143-5p	13	3	8	7	8	0	4	5	4	3	7	2	2	2	0	0	0	0	0	2	0	12	3	0	2	0	0	0	0	1	0	1	15	0	1	0	0	0	1	1	1	0	0	11	1	0	0	2	0	0	0	6	11	9
hsa-miR-4686-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4527-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4779-5p	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2277-3p	7	3	1	2	0	5	2	7	1	3	3	4	0	0	2	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	2	3	0	0	1	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	3	3	5
hsa-miR-3617-5p	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	5	2	2	0	0	0	0	0	0	3	2	0	1	4	1	0	0	0	5	0	0	0	0	0	0
hsa-miR-15a-3p	1	1	0	3	1	3	3	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
hsa-miR-551a-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
hsa-miR-508-3p	0	2	1	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4662b-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1244-4-5p	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
hsa-miR-548s-3p	1	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	4	0	1	0	0	5	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	3
hsa-miR-6834-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6780a-5p	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
hsa-miR-6871-3p	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-1293-3p	3	7	1	2	0	1	0	2	0	0	3	0	0	1	0	1	0	0	0	2	0	8	0	1	3	0	1	2	0	1	2	4	9	0	2	1	0	1	0	1	3	0	0	5	0	0	0	0	0	0	0	8	8	3
hsa-miR-6731-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3678-5p	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4691-3p	2	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	1	1	2
hsa-miR-4742-3p	7	7	1	5	6	3	4	0	0	2	3	2	0	0	0	2	1	0	0	6	0	3	2	1	0	2	1	0	0	5	1	0	8	2	1	1	1	0	1	2	1	1	0	6	0	0	0	2	0	0	0	10	7	2
hsa-miR-647-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519a-1-5p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	2	1	0	0	0	3	2	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-27b-5p	11	24	8	22	11	15	3	4	3	6	14	2	4	2	0	1	1	0	0	9	2	27	6	23	43	2	16	30	4	22	7	28	53	10	12	6	13	9	12	7	28	5	8	27	13	1	0	21	2	0	1	57	16	21
hsa-miR-24-1-5p	6	3	2	2	14	5	0	3	0	0	6	1	0	0	0	0	0	0	0	2	0	6	3	1	13	1	2	12	4	6	1	7	14	0	6	0	1	0	2	4	6	4	3	8	5	0	0	9	1	0	0	9	8	4
hsa-miR-649-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4699-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-3p	425	256	89	377	294	188	73	107	14	155	272	6	11	21	5	36	59	1	1	202	11	228	237	85	296	56	106	830	164	393	101	164	1341	95	105	218	74	65	113	75	188	78	95	1048	129	6	3	272	23	0	4	528	320	311
hsa-miR-4482-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0
hsa-miR-5187-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	2	0	0	0	2	0	0
hsa-miR-6747-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7-3-5p	5460	53829	21466	20981	20043	5947	5763	3534	1333	6399	7592	1917	1990	3190	300	2358	2754	71	56	4165	617	7939	3889	981	2328	902	3276	643	913	1284	844	3002	8436	1594	4629	1413	1781	1531	1050	560	800	556	826	4743	1492	160	146	1987	757	23	77	7940	5120	9887
hsa-miR-135a-1-5p	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	3	0	0	1	4	1	1	3	1	3	2	0	0	3	0	0	1	0	0	0	1	0	0
hsa-miR-4723-3p	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-548ag-2-5p	4	6	5	14	3	4	2	1	0	1	4	1	0	1	0	2	0	0	0	2	1	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	1	0	0	0	0	0	7	1	0	0	0	0	0	0	14	5	8
hsa-miR-6073-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6789-5p	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-32-3p	180	53	51	82	90	61	5	8	2	8	133	6	2	0	0	3	3	0	0	10	4	73	10	14	32	5	17	17	15	13	13	33	125	16	20	13	9	5	1	6	8	10	5	96	16	5	0	12	0	0	1	84	87	63
hsa-miR-4467-5p	5	20	2	21	6	1	7	7	1	9	5	7	1	2	0	3	2	0	0	8	3	5	8	0	3	1	2	0	2	4	0	0	17	0	2	0	0	0	0	0	0	0	1	7	3	0	0	3	1	0	0	13	8	7
hsa-miR-216b-5p	27	10	11	29	21	14	18	15	8	12	12	5	1	2	1	1	8	0	0	1	1	31	5	0	0	0	0	0	2	1	0	0	65	0	1	0	1	0	1	0	1	0	2	76	1	0	0	1	1	0	0	34	40	34
